,class,file,truePositives,falsePositives,trueNegatives,falseNegatives,Specificity,Sensitivity,Precision,Accuracy,F1
593,Door,D01194.obj,16,28,2146,28,0.9871205151793928,0.36363636363636365,0.36363636363636365,0.9747520288548241,0.36363636363636365
594,Door,m1707.obj,10,34,2140,34,0.984360625574977,0.22727272727272727,0.22727272727272727,0.9693417493237151,0.22727272727272727
595,Door,m1708.obj,23,21,2153,21,0.9903403863845446,0.5227272727272727,0.5227272727272727,0.9810640216411182,0.5227272727272727
596,Door,m1710.obj,9,35,2139,35,0.983900643974241,0.20454545454545456,0.20454545454545456,0.9684400360685302,0.20454545454545456
597,Door,m1711.obj,4,40,2134,40,0.9816007359705612,0.09090909090909091,0.09090909090909091,0.9639314697926059,0.09090909090909091
598,Door,m1712.obj,14,30,2144,30,0.9862005519779209,0.3181818181818182,0.3181818181818182,0.9729486023444545,0.3181818181818182
599,Door,m1713.obj,4,40,2134,40,0.9816007359705612,0.09090909090909091,0.09090909090909091,0.9639314697926059,0.09090909090909091
600,Door,m1714.obj,18,26,2148,26,0.9880404783808647,0.4090909090909091,0.4090909090909091,0.9765554553651938,0.4090909090909091
601,Door,m1715.obj,2,42,2132,42,0.9806807727690893,0.045454545454545456,0.045454545454545456,0.9621280432822362,0.045454545454545456
602,Door,m1716.obj,10,34,2140,34,0.984360625574977,0.22727272727272727,0.22727272727272727,0.9693417493237151,0.22727272727272727
603,Door,m1717.obj,15,29,2145,29,0.9866605335786569,0.3409090909090909,0.3409090909090909,0.9738503155996393,0.3409090909090909
604,Door,m1718.obj,20,24,2150,24,0.9889604415823368,0.45454545454545453,0.45454545454545453,0.9783588818755635,0.45454545454545453
605,Door,m1720.obj,11,33,2141,33,0.984820607175713,0.25,0.25,0.9702434625788999,0.25
606,Door,m1721.obj,16,28,2146,28,0.9871205151793928,0.36363636363636365,0.36363636363636365,0.9747520288548241,0.36363636363636365
607,Door,m1722.obj,3,41,2133,41,0.9811407543698252,0.06818181818181818,0.06818181818181818,0.9630297565374211,0.06818181818181818
608,Door,m1723.obj,19,25,2149,25,0.9885004599816007,0.4318181818181818,0.4318181818181818,0.9774571686203787,0.4318181818181818
609,Door,m1724.obj,24,20,2154,20,0.9908003679852806,0.5454545454545454,0.5454545454545454,0.981965734896303,0.5454545454545454
610,Door,m1725.obj,1,43,2131,43,0.9802207911683533,0.022727272727272728,0.022727272727272728,0.9612263300270514,0.022727272727272728
611,Door,m1726.obj,17,27,2147,27,0.9875804967801288,0.38636363636363635,0.38636363636363635,0.975653742110009,0.38636363636363635
612,Door,m1727.obj,16,28,2146,28,0.9871205151793928,0.36363636363636365,0.36363636363636365,0.9747520288548241,0.36363636363636365
613,Door,m1728.obj,9,35,2139,35,0.983900643974241,0.20454545454545456,0.20454545454545456,0.9684400360685302,0.20454545454545456
614,Door,m1729.obj,5,39,2135,39,0.9820607175712971,0.11363636363636363,0.11363636363636363,0.9648331830477908,0.11363636363636363
615,Door,m1730.obj,5,39,2135,39,0.9820607175712971,0.11363636363636363,0.11363636363636363,0.9648331830477908,0.11363636363636363
616,Door,m1731.obj,3,41,2133,41,0.9811407543698252,0.06818181818181818,0.06818181818181818,0.9630297565374211,0.06818181818181818
617,Door,m1732.obj,4,40,2134,40,0.9816007359705612,0.09090909090909091,0.09090909090909091,0.9639314697926059,0.09090909090909091
618,Fish,D00012.obj,7,13,2185,13,0.9940855323020928,0.35,0.35,0.9882777276825969,0.35
619,Fish,D00022.obj,8,12,2186,12,0.9945404913557779,0.4,0.4,0.9891794409377818,0.4000000000000001
620,Fish,D00024.obj,2,18,2180,18,0.991810737033667,0.1,0.1,0.9837691614066727,0.10000000000000002
621,Fish,D00030.obj,2,18,2180,18,0.991810737033667,0.1,0.1,0.9837691614066727,0.10000000000000002
622,Fish,D00142.obj,7,13,2185,13,0.9940855323020928,0.35,0.35,0.9882777276825969,0.35
623,Fish,D00165.obj,6,14,2184,14,0.9936305732484076,0.3,0.3,0.9873760144274121,0.3
624,Fish,D00251.obj,1,19,2179,19,0.9913557779799818,0.05,0.05,0.9828674481514879,0.05000000000000001
625,Fish,D00293.obj,5,15,2183,15,0.9931756141947224,0.25,0.25,0.9864743011722272,0.25
626,Fish,D00351.obj,7,13,2185,13,0.9940855323020928,0.35,0.35,0.9882777276825969,0.35
627,Fish,D00398.obj,7,13,2185,13,0.9940855323020928,0.35,0.35,0.9882777276825969,0.35
628,Fish,D00450.obj,8,12,2186,12,0.9945404913557779,0.4,0.4,0.9891794409377818,0.4000000000000001
629,Fish,D00535.obj,5,15,2183,15,0.9931756141947224,0.25,0.25,0.9864743011722272,0.25
630,Fish,D00633.obj,6,14,2184,14,0.9936305732484076,0.3,0.3,0.9873760144274121,0.3
631,Fish,D00636.obj,9,11,2187,11,0.9949954504094631,0.45,0.45,0.9900811541929666,0.45
632,Fish,D00643.obj,6,14,2184,14,0.9936305732484076,0.3,0.3,0.9873760144274121,0.3
633,Fish,D00682.obj,5,15,2183,15,0.9931756141947224,0.25,0.25,0.9864743011722272,0.25
634,Fish,D00748.obj,7,13,2185,13,0.9940855323020928,0.35,0.35,0.9882777276825969,0.35
635,Fish,D00763.obj,2,18,2180,18,0.991810737033667,0.1,0.1,0.9837691614066727,0.10000000000000002
636,Fish,D00850.obj,7,13,2185,13,0.9940855323020928,0.35,0.35,0.9882777276825969,0.35
637,Fish,D00950.obj,9,11,2187,11,0.9949954504094631,0.45,0.45,0.9900811541929666,0.45
638,FloorLamp,D00028.obj,1,27,2163,27,0.9876712328767123,0.03571428571428571,0.03571428571428571,0.975653742110009,0.03571428571428571
639,FloorLamp,D00093.obj,1,27,2163,27,0.9876712328767123,0.03571428571428571,0.03571428571428571,0.975653742110009,0.03571428571428571
640,FloorLamp,D00186.obj,1,27,2163,27,0.9876712328767123,0.03571428571428571,0.03571428571428571,0.975653742110009,0.03571428571428571
641,FloorLamp,D00211.obj,1,27,2163,27,0.9876712328767123,0.03571428571428571,0.03571428571428571,0.975653742110009,0.03571428571428571
642,FloorLamp,D00228.obj,1,27,2163,27,0.9876712328767123,0.03571428571428571,0.03571428571428571,0.975653742110009,0.03571428571428571
643,FloorLamp,D00388.obj,2,26,2164,26,0.9881278538812786,0.07142857142857142,0.07142857142857142,0.9765554553651938,0.07142857142857142
644,FloorLamp,D00400.obj,1,27,2163,27,0.9876712328767123,0.03571428571428571,0.03571428571428571,0.975653742110009,0.03571428571428571
645,FloorLamp,D00408.obj,3,25,2165,25,0.9885844748858448,0.10714285714285714,0.10714285714285714,0.9774571686203787,0.10714285714285714
646,FloorLamp,D00447.obj,3,25,2165,25,0.9885844748858448,0.10714285714285714,0.10714285714285714,0.9774571686203787,0.10714285714285714
647,FloorLamp,D00495.obj,1,27,2163,27,0.9876712328767123,0.03571428571428571,0.03571428571428571,0.975653742110009,0.03571428571428571
648,FloorLamp,D00563.obj,1,27,2163,27,0.9876712328767123,0.03571428571428571,0.03571428571428571,0.975653742110009,0.03571428571428571
649,FloorLamp,D00580.obj,1,27,2163,27,0.9876712328767123,0.03571428571428571,0.03571428571428571,0.975653742110009,0.03571428571428571
650,FloorLamp,D00740.obj,1,27,2163,27,0.9876712328767123,0.03571428571428571,0.03571428571428571,0.975653742110009,0.03571428571428571
651,FloorLamp,D00856.obj,1,27,2163,27,0.9876712328767123,0.03571428571428571,0.03571428571428571,0.975653742110009,0.03571428571428571
652,FloorLamp,D00875.obj,1,27,2163,27,0.9876712328767123,0.03571428571428571,0.03571428571428571,0.975653742110009,0.03571428571428571
653,FloorLamp,D00876.obj,2,26,2164,26,0.9881278538812786,0.07142857142857142,0.07142857142857142,0.9765554553651938,0.07142857142857142
654,FloorLamp,D00888.obj,1,27,2163,27,0.9876712328767123,0.03571428571428571,0.03571428571428571,0.975653742110009,0.03571428571428571
655,FloorLamp,D00924.obj,2,26,2164,26,0.9881278538812786,0.07142857142857142,0.07142857142857142,0.9765554553651938,0.07142857142857142
656,FloorLamp,D00955.obj,1,27,2163,27,0.9876712328767123,0.03571428571428571,0.03571428571428571,0.975653742110009,0.03571428571428571
657,FloorLamp,D00981.obj,1,27,2163,27,0.9876712328767123,0.03571428571428571,0.03571428571428571,0.975653742110009,0.03571428571428571
658,FloorLamp,m617.obj,1,27,2163,27,0.9876712328767123,0.03571428571428571,0.03571428571428571,0.975653742110009,0.03571428571428571
659,FloorLamp,m618.obj,5,23,2167,23,0.9894977168949771,0.17857142857142858,0.17857142857142858,0.9792605951307484,0.17857142857142858
660,FloorLamp,m619.obj,1,27,2163,27,0.9876712328767123,0.03571428571428571,0.03571428571428571,0.975653742110009,0.03571428571428571
661,FloorLamp,m620.obj,2,26,2164,26,0.9881278538812786,0.07142857142857142,0.07142857142857142,0.9765554553651938,0.07142857142857142
662,FloorLamp,m621.obj,2,26,2164,26,0.9881278538812786,0.07142857142857142,0.07142857142857142,0.9765554553651938,0.07142857142857142
663,FloorLamp,m622.obj,3,25,2165,25,0.9885844748858448,0.10714285714285714,0.10714285714285714,0.9774571686203787,0.10714285714285714
664,FloorLamp,m623.obj,2,26,2164,26,0.9881278538812786,0.07142857142857142,0.07142857142857142,0.9765554553651938,0.07142857142857142
665,FloorLamp,m624.obj,1,27,2163,27,0.9876712328767123,0.03571428571428571,0.03571428571428571,0.975653742110009,0.03571428571428571
666,Glasses,D00050.obj,6,14,2184,14,0.9936305732484076,0.3,0.3,0.9873760144274121,0.3
667,Glasses,D00201.obj,1,19,2179,19,0.9913557779799818,0.05,0.05,0.9828674481514879,0.05000000000000001
668,Glasses,D00225.obj,9,11,2187,11,0.9949954504094631,0.45,0.45,0.9900811541929666,0.45
669,Glasses,D00432.obj,9,11,2187,11,0.9949954504094631,0.45,0.45,0.9900811541929666,0.45
670,Glasses,D00475.obj,4,16,2182,16,0.9927206551410374,0.2,0.2,0.9855725879170424,0.20000000000000004
671,Glasses,D00507.obj,6,14,2184,14,0.9936305732484076,0.3,0.3,0.9873760144274121,0.3
672,Glasses,D00560.obj,11,9,2189,9,0.9959053685168335,0.55,0.55,0.9918845807033363,0.55
673,Glasses,D00575.obj,10,10,2188,10,0.9954504094631483,0.5,0.5,0.9909828674481514,0.5
674,Glasses,D00630.obj,7,13,2185,13,0.9940855323020928,0.35,0.35,0.9882777276825969,0.35
675,Glasses,D00640.obj,12,8,2190,8,0.9963603275705186,0.6,0.6,0.9927862939585211,0.6
676,Glasses,D00656.obj,9,11,2187,11,0.9949954504094631,0.45,0.45,0.9900811541929666,0.45
677,Glasses,D00660.obj,10,10,2188,10,0.9954504094631483,0.5,0.5,0.9909828674481514,0.5
678,Glasses,D00717.obj,8,12,2186,12,0.9945404913557779,0.4,0.4,0.9891794409377818,0.4000000000000001
679,Glasses,D00730.obj,8,12,2186,12,0.9945404913557779,0.4,0.4,0.9891794409377818,0.4000000000000001
680,Glasses,D00813.obj,11,9,2189,9,0.9959053685168335,0.55,0.55,0.9918845807033363,0.55
681,Glasses,D00816.obj,13,7,2191,7,0.9968152866242038,0.65,0.65,0.9936880072137061,0.65
682,Glasses,D00877.obj,12,8,2190,8,0.9963603275705186,0.6,0.6,0.9927862939585211,0.6
683,Glasses,D00883.obj,14,6,2192,6,0.997270245677889,0.7,0.7,0.9945897204688909,0.7
684,Glasses,D00937.obj,1,19,2179,19,0.9913557779799818,0.05,0.05,0.9828674481514879,0.05000000000000001
685,Glasses,D00994.obj,6,14,2184,14,0.9936305732484076,0.3,0.3,0.9873760144274121,0.3
686,Guitar,D00023.obj,6,14,2184,14,0.9936305732484076,0.3,0.3,0.9873760144274121,0.3
687,Guitar,D00041.obj,3,17,2181,17,0.9922656960873522,0.15,0.15,0.9846708746618575,0.15
688,Guitar,D00076.obj,3,17,2181,17,0.9922656960873522,0.15,0.15,0.9846708746618575,0.15
689,Guitar,D00097.obj,4,16,2182,16,0.9927206551410374,0.2,0.2,0.9855725879170424,0.20000000000000004
690,Guitar,D00124.obj,7,13,2185,13,0.9940855323020928,0.35,0.35,0.9882777276825969,0.35
691,Guitar,D00222.obj,2,18,2180,18,0.991810737033667,0.1,0.1,0.9837691614066727,0.10000000000000002
692,Guitar,D00232.obj,4,16,2182,16,0.9927206551410374,0.2,0.2,0.9855725879170424,0.20000000000000004
693,Guitar,D00335.obj,4,16,2182,16,0.9927206551410374,0.2,0.2,0.9855725879170424,0.20000000000000004
694,Guitar,D00374.obj,4,16,2182,16,0.9927206551410374,0.2,0.2,0.9855725879170424,0.20000000000000004
695,Guitar,D00414.obj,2,18,2180,18,0.991810737033667,0.1,0.1,0.9837691614066727,0.10000000000000002
696,Guitar,D00416.obj,5,15,2183,15,0.9931756141947224,0.25,0.25,0.9864743011722272,0.25
697,Guitar,D00461.obj,3,17,2181,17,0.9922656960873522,0.15,0.15,0.9846708746618575,0.15
698,Guitar,D00464.obj,4,16,2182,16,0.9927206551410374,0.2,0.2,0.9855725879170424,0.20000000000000004
699,Guitar,D00494.obj,7,13,2185,13,0.9940855323020928,0.35,0.35,0.9882777276825969,0.35
700,Guitar,D00534.obj,4,16,2182,16,0.9927206551410374,0.2,0.2,0.9855725879170424,0.20000000000000004
701,Guitar,D00549.obj,9,11,2187,11,0.9949954504094631,0.45,0.45,0.9900811541929666,0.45
702,Guitar,D00645.obj,1,19,2179,19,0.9913557779799818,0.05,0.05,0.9828674481514879,0.05000000000000001
703,Guitar,D00655.obj,2,18,2180,18,0.991810737033667,0.1,0.1,0.9837691614066727,0.10000000000000002
704,Guitar,D00844.obj,1,19,2179,19,0.9913557779799818,0.05,0.05,0.9828674481514879,0.05000000000000001
705,Guitar,D00849.obj,6,14,2184,14,0.9936305732484076,0.3,0.3,0.9873760144274121,0.3
706,Gun,D00103.obj,12,45,2116,45,0.979176307265155,0.21052631578947367,0.21052631578947367,0.9594229035166817,0.21052631578947367
707,Gun,D00137.obj,3,54,2107,54,0.9750115687181861,0.05263157894736842,0.05263157894736842,0.951307484220018,0.05263157894736842
708,Gun,D00140.obj,4,53,2108,53,0.9754743174456271,0.07017543859649122,0.07017543859649122,0.9522091974752029,0.07017543859649122
709,Gun,D00153.obj,6,51,2110,51,0.976399814900509,0.10526315789473684,0.10526315789473684,0.9540126239855726,0.10526315789473684
710,Gun,D00161.obj,5,52,2109,52,0.975937066173068,0.08771929824561403,0.08771929824561403,0.9531109107303878,0.08771929824561403
711,Gun,D00204.obj,7,50,2111,50,0.97686256362795,0.12280701754385964,0.12280701754385964,0.9549143372407575,0.12280701754385964
712,Gun,D00207.obj,4,53,2108,53,0.9754743174456271,0.07017543859649122,0.07017543859649122,0.9522091974752029,0.07017543859649122
713,Gun,D00209.obj,15,42,2119,42,0.9805645534474781,0.2631578947368421,0.2631578947368421,0.9621280432822362,0.2631578947368421
714,Gun,D00239.obj,12,45,2116,45,0.979176307265155,0.21052631578947367,0.21052631578947367,0.9594229035166817,0.21052631578947367
715,Gun,D00244.obj,9,48,2113,48,0.977788061082832,0.15789473684210525,0.15789473684210525,0.9567177637511272,0.15789473684210525
716,Gun,D00282.obj,4,53,2108,53,0.9754743174456271,0.07017543859649122,0.07017543859649122,0.9522091974752029,0.07017543859649122
717,Gun,D00368.obj,9,48,2113,48,0.977788061082832,0.15789473684210525,0.15789473684210525,0.9567177637511272,0.15789473684210525
718,Gun,D00425.obj,5,52,2109,52,0.975937066173068,0.08771929824561403,0.08771929824561403,0.9531109107303878,0.08771929824561403
719,Gun,D00477.obj,11,46,2115,46,0.978713558537714,0.19298245614035087,0.19298245614035087,0.9585211902614968,0.19298245614035087
720,Gun,D00606.obj,10,47,2114,47,0.978250809810273,0.17543859649122806,0.17543859649122806,0.957619477006312,0.17543859649122806
721,Gun,D00802.obj,5,52,2109,52,0.975937066173068,0.08771929824561403,0.08771929824561403,0.9531109107303878,0.08771929824561403
722,Gun,D00819.obj,13,44,2117,44,0.979639055992596,0.22807017543859648,0.22807017543859648,0.9603246167718665,0.22807017543859648
723,Gun,D00826.obj,6,51,2110,51,0.976399814900509,0.10526315789473684,0.10526315789473684,0.9540126239855726,0.10526315789473684
724,Gun,D00929.obj,8,49,2112,49,0.977325312355391,0.14035087719298245,0.14035087719298245,0.9558160504959423,0.14035087719298245
725,Gun,D00972.obj,6,51,2110,51,0.976399814900509,0.10526315789473684,0.10526315789473684,0.9540126239855726,0.10526315789473684
726,Gun,m648.obj,7,50,2111,50,0.97686256362795,0.12280701754385964,0.12280701754385964,0.9549143372407575,0.12280701754385964
727,Gun,m649.obj,8,49,2112,49,0.977325312355391,0.14035087719298245,0.14035087719298245,0.9558160504959423,0.14035087719298245
728,Gun,m650.obj,13,44,2117,44,0.979639055992596,0.22807017543859648,0.22807017543859648,0.9603246167718665,0.22807017543859648
729,Gun,m651.obj,2,55,2106,55,0.974548819990745,0.03508771929824561,0.03508771929824561,0.9504057709648331,0.03508771929824561
730,Gun,m652.obj,5,52,2109,52,0.975937066173068,0.08771929824561403,0.08771929824561403,0.9531109107303878,0.08771929824561403
731,Gun,m653.obj,2,55,2106,55,0.974548819990745,0.03508771929824561,0.03508771929824561,0.9504057709648331,0.03508771929824561
732,Gun,m654.obj,6,51,2110,51,0.976399814900509,0.10526315789473684,0.10526315789473684,0.9540126239855726,0.10526315789473684
733,Gun,m655.obj,6,51,2110,51,0.976399814900509,0.10526315789473684,0.10526315789473684,0.9540126239855726,0.10526315789473684
734,Gun,m656.obj,5,52,2109,52,0.975937066173068,0.08771929824561403,0.08771929824561403,0.9531109107303878,0.08771929824561403
735,Gun,m657.obj,1,56,2105,56,0.974086071263304,0.017543859649122806,0.017543859649122806,0.9495040577096483,0.017543859649122806
736,Gun,m658.obj,8,49,2112,49,0.977325312355391,0.14035087719298245,0.14035087719298245,0.9558160504959423,0.14035087719298245
737,Gun,m659.obj,7,50,2111,50,0.97686256362795,0.12280701754385964,0.12280701754385964,0.9549143372407575,0.12280701754385964
738,Gun,m660.obj,4,53,2108,53,0.9754743174456271,0.07017543859649122,0.07017543859649122,0.9522091974752029,0.07017543859649122
739,Gun,m661.obj,10,47,2114,47,0.978250809810273,0.17543859649122806,0.17543859649122806,0.957619477006312,0.17543859649122806
740,Gun,m662.obj,9,48,2113,48,0.977788061082832,0.15789473684210525,0.15789473684210525,0.9567177637511272,0.15789473684210525
741,Gun,m663.obj,5,52,2109,52,0.975937066173068,0.08771929824561403,0.08771929824561403,0.9531109107303878,0.08771929824561403
742,Gun,m664.obj,9,48,2113,48,0.977788061082832,0.15789473684210525,0.15789473684210525,0.9567177637511272,0.15789473684210525
743,Gun,m665.obj,2,55,2106,55,0.974548819990745,0.03508771929824561,0.03508771929824561,0.9504057709648331,0.03508771929824561
744,Gun,m666.obj,8,49,2112,49,0.977325312355391,0.14035087719298245,0.14035087719298245,0.9558160504959423,0.14035087719298245
745,Gun,m667.obj,6,51,2110,51,0.976399814900509,0.10526315789473684,0.10526315789473684,0.9540126239855726,0.10526315789473684
746,Gun,m668.obj,4,53,2108,53,0.9754743174456271,0.07017543859649122,0.07017543859649122,0.9522091974752029,0.07017543859649122
747,Gun,m669.obj,10,47,2114,47,0.978250809810273,0.17543859649122806,0.17543859649122806,0.957619477006312,0.17543859649122806
748,Gun,m670.obj,10,47,2114,47,0.978250809810273,0.17543859649122806,0.17543859649122806,0.957619477006312,0.17543859649122806
749,Gun,m671.obj,11,46,2115,46,0.978713558537714,0.19298245614035087,0.19298245614035087,0.9585211902614968,0.19298245614035087
750,Gun,m674.obj,5,52,2109,52,0.975937066173068,0.08771929824561403,0.08771929824561403,0.9531109107303878,0.08771929824561403
751,Gun,m675.obj,11,46,2115,46,0.978713558537714,0.19298245614035087,0.19298245614035087,0.9585211902614968,0.19298245614035087
752,Gun,m676.obj,7,50,2111,50,0.97686256362795,0.12280701754385964,0.12280701754385964,0.9549143372407575,0.12280701754385964
753,Gun,m677.obj,13,44,2117,44,0.979639055992596,0.22807017543859648,0.22807017543859648,0.9603246167718665,0.22807017543859648
754,Gun,m678.obj,11,46,2115,46,0.978713558537714,0.19298245614035087,0.19298245614035087,0.9585211902614968,0.19298245614035087
755,Gun,m679.obj,12,45,2116,45,0.979176307265155,0.21052631578947367,0.21052631578947367,0.9594229035166817,0.21052631578947367
756,Gun,m680.obj,9,48,2113,48,0.977788061082832,0.15789473684210525,0.15789473684210525,0.9567177637511272,0.15789473684210525
757,Gun,m681.obj,9,48,2113,48,0.977788061082832,0.15789473684210525,0.15789473684210525,0.9567177637511272,0.15789473684210525
758,Gun,m682.obj,8,49,2112,49,0.977325312355391,0.14035087719298245,0.14035087719298245,0.9558160504959423,0.14035087719298245
759,Gun,m683.obj,12,45,2116,45,0.979176307265155,0.21052631578947367,0.21052631578947367,0.9594229035166817,0.21052631578947367
760,Gun,m684.obj,8,49,2112,49,0.977325312355391,0.14035087719298245,0.14035087719298245,0.9558160504959423,0.14035087719298245
761,Gun,m685.obj,3,54,2107,54,0.9750115687181861,0.05263157894736842,0.05263157894736842,0.951307484220018,0.05263157894736842
762,Gun,m686.obj,13,44,2117,44,0.979639055992596,0.22807017543859648,0.22807017543859648,0.9603246167718665,0.22807017543859648
763,Hand,D01006.obj,6,31,2150,31,0.9857863365428703,0.16216216216216217,0.16216216216216217,0.9720468890892696,0.16216216216216217
764,Hand,D01020.obj,14,23,2158,23,0.9894543787253554,0.3783783783783784,0.3783783783783784,0.9792605951307484,0.37837837837837834
765,Hand,D01022.obj,3,34,2147,34,0.9844108207244383,0.08108108108108109,0.08108108108108109,0.9693417493237151,0.08108108108108109
766,Hand,D01024.obj,10,27,2154,27,0.9876203576341128,0.2702702702702703,0.2702702702702703,0.975653742110009,0.2702702702702703
767,Hand,D01041.obj,12,25,2156,25,0.988537368179734,0.32432432432432434,0.32432432432432434,0.9774571686203787,0.32432432432432434
768,Hand,D01060.obj,13,24,2157,24,0.9889958734525447,0.35135135135135137,0.35135135135135137,0.9783588818755635,0.35135135135135137
769,Hand,D01074.obj,10,27,2154,27,0.9876203576341128,0.2702702702702703,0.2702702702702703,0.975653742110009,0.2702702702702703
770,Hand,D01093.obj,14,23,2158,23,0.9894543787253554,0.3783783783783784,0.3783783783783784,0.9792605951307484,0.37837837837837834
771,Hand,D01097.obj,10,27,2154,27,0.9876203576341128,0.2702702702702703,0.2702702702702703,0.975653742110009,0.2702702702702703
772,Hand,D01106.obj,2,35,2146,35,0.9839523154516276,0.05405405405405406,0.05405405405405406,0.9684400360685302,0.05405405405405406
773,Hand,D01117.obj,10,27,2154,27,0.9876203576341128,0.2702702702702703,0.2702702702702703,0.975653742110009,0.2702702702702703
774,Hand,D01118.obj,14,23,2158,23,0.9894543787253554,0.3783783783783784,0.3783783783783784,0.9792605951307484,0.37837837837837834
775,Hand,D01153.obj,2,35,2146,35,0.9839523154516276,0.05405405405405406,0.05405405405405406,0.9684400360685302,0.05405405405405406
776,Hand,D01162.obj,2,35,2146,35,0.9839523154516276,0.05405405405405406,0.05405405405405406,0.9684400360685302,0.05405405405405406
777,Hand,D01170.obj,6,31,2150,31,0.9857863365428703,0.16216216216216217,0.16216216216216217,0.9720468890892696,0.16216216216216217
778,Hand,D01172.obj,13,24,2157,24,0.9889958734525447,0.35135135135135137,0.35135135135135137,0.9783588818755635,0.35135135135135137
779,Hand,D01193.obj,10,27,2154,27,0.9876203576341128,0.2702702702702703,0.2702702702702703,0.975653742110009,0.2702702702702703
780,Hand,D01197.obj,10,27,2154,27,0.9876203576341128,0.2702702702702703,0.2702702702702703,0.975653742110009,0.2702702702702703
781,Hand,D01198.obj,2,35,2146,35,0.9839523154516276,0.05405405405405406,0.05405405405405406,0.9684400360685302,0.05405405405405406
782,Hand,D01200.obj,12,25,2156,25,0.988537368179734,0.32432432432432434,0.32432432432432434,0.9774571686203787,0.32432432432432434
783,Hand,m323.obj,13,24,2157,24,0.9889958734525447,0.35135135135135137,0.35135135135135137,0.9783588818755635,0.35135135135135137
784,Hand,m324.obj,2,35,2146,35,0.9839523154516276,0.05405405405405406,0.05405405405405406,0.9684400360685302,0.05405405405405406
785,Hand,m325.obj,12,25,2156,25,0.988537368179734,0.32432432432432434,0.32432432432432434,0.9774571686203787,0.32432432432432434
786,Hand,m326.obj,13,24,2157,24,0.9889958734525447,0.35135135135135137,0.35135135135135137,0.9783588818755635,0.35135135135135137
787,Hand,m327.obj,10,27,2154,27,0.9876203576341128,0.2702702702702703,0.2702702702702703,0.975653742110009,0.2702702702702703
788,Hand,m328.obj,10,27,2154,27,0.9876203576341128,0.2702702702702703,0.2702702702702703,0.975653742110009,0.2702702702702703
789,Hand,m329.obj,10,27,2154,27,0.9876203576341128,0.2702702702702703,0.2702702702702703,0.975653742110009,0.2702702702702703
790,Hand,m330.obj,3,34,2147,34,0.9844108207244383,0.08108108108108109,0.08108108108108109,0.9693417493237151,0.08108108108108109
791,Hand,m331.obj,10,27,2154,27,0.9876203576341128,0.2702702702702703,0.2702702702702703,0.975653742110009,0.2702702702702703
792,Hand,m332.obj,2,35,2146,35,0.9839523154516276,0.05405405405405406,0.05405405405405406,0.9684400360685302,0.05405405405405406
793,Hand,m333.obj,1,36,2145,36,0.9834938101788171,0.02702702702702703,0.02702702702702703,0.9675383228133454,0.02702702702702703
794,Hand,m334.obj,8,29,2152,29,0.9867033470884915,0.21621621621621623,0.21621621621621623,0.9738503155996393,0.21621621621621623
795,Hand,m335.obj,6,31,2150,31,0.9857863365428703,0.16216216216216217,0.16216216216216217,0.9720468890892696,0.16216216216216217
796,Hand,m336.obj,14,23,2158,23,0.9894543787253554,0.3783783783783784,0.3783783783783784,0.9792605951307484,0.37837837837837834
797,Hand,m337.obj,2,35,2146,35,0.9839523154516276,0.05405405405405406,0.05405405405405406,0.9684400360685302,0.05405405405405406
798,Hand,m338.obj,6,31,2150,31,0.9857863365428703,0.16216216216216217,0.16216216216216217,0.9720468890892696,0.16216216216216217
799,Hand,m339.obj,2,35,2146,35,0.9839523154516276,0.05405405405405406,0.05405405405405406,0.9684400360685302,0.05405405405405406
800,Hat,m1627.obj,1,14,2189,14,0.9936450295052202,0.06666666666666667,0.06666666666666667,0.9873760144274121,0.06666666666666667
801,Hat,m1628.obj,3,12,2191,12,0.9945528824330458,0.2,0.2,0.9891794409377818,0.20000000000000004
802,Hat,m1629.obj,1,14,2189,14,0.9936450295052202,0.06666666666666667,0.06666666666666667,0.9873760144274121,0.06666666666666667
803,Hat,m1630.obj,2,13,2190,13,0.994098955969133,0.13333333333333333,0.13333333333333333,0.9882777276825969,0.13333333333333333
804,Hat,m1631.obj,2,13,2190,13,0.994098955969133,0.13333333333333333,0.13333333333333333,0.9882777276825969,0.13333333333333333
805,Hat,m1632.obj,4,11,2192,11,0.9950068088969587,0.26666666666666666,0.26666666666666666,0.9900811541929666,0.26666666666666666
806,Hat,m1633.obj,1,14,2189,14,0.9936450295052202,0.06666666666666667,0.06666666666666667,0.9873760144274121,0.06666666666666667
807,Hat,m1634.obj,4,11,2192,11,0.9950068088969587,0.26666666666666666,0.26666666666666666,0.9900811541929666,0.26666666666666666
808,Hat,m1635.obj,3,12,2191,12,0.9945528824330458,0.2,0.2,0.9891794409377818,0.20000000000000004
809,Hat,m1636.obj,3,12,2191,12,0.9945528824330458,0.2,0.2,0.9891794409377818,0.20000000000000004
810,Hat,m1637.obj,3,12,2191,12,0.9945528824330458,0.2,0.2,0.9891794409377818,0.20000000000000004
811,Hat,m1638.obj,2,13,2190,13,0.994098955969133,0.13333333333333333,0.13333333333333333,0.9882777276825969,0.13333333333333333
812,Hat,m1639.obj,2,13,2190,13,0.994098955969133,0.13333333333333333,0.13333333333333333,0.9882777276825969,0.13333333333333333
813,Hat,m1640.obj,4,11,2192,11,0.9950068088969587,0.26666666666666666,0.26666666666666666,0.9900811541929666,0.26666666666666666
