,class,file,truePositives,falsePositives,trueNegatives,falseNegatives,Specificity,Sensitivity,Precision,Accuracy,F1
72,Bed,D00213.obj,6,21,2170,21,0.9904153354632588,0.2222222222222222,0.2222222222222222,0.9810640216411182,0.2222222222222222
73,Bed,D00217.obj,8,19,2172,19,0.9913281606572342,0.2962962962962963,0.2962962962962963,0.9828674481514879,0.2962962962962963
74,Bed,D00307.obj,4,23,2168,23,0.9895025102692835,0.14814814814814814,0.14814814814814814,0.9792605951307484,0.14814814814814814
75,Bed,D00322.obj,6,21,2170,21,0.9904153354632588,0.2222222222222222,0.2222222222222222,0.9810640216411182,0.2222222222222222
76,Bed,D00417.obj,10,17,2174,17,0.9922409858512095,0.37037037037037035,0.37037037037037035,0.9846708746618575,0.37037037037037035
77,Bed,D00538.obj,6,21,2170,21,0.9904153354632588,0.2222222222222222,0.2222222222222222,0.9810640216411182,0.2222222222222222
78,Bed,D00545.obj,6,21,2170,21,0.9904153354632588,0.2222222222222222,0.2222222222222222,0.9810640216411182,0.2222222222222222
79,Bed,D00552.obj,3,24,2167,24,0.9890460976722958,0.1111111111111111,0.1111111111111111,0.9783588818755635,0.1111111111111111
80,Bed,D00565.obj,8,19,2172,19,0.9913281606572342,0.2962962962962963,0.2962962962962963,0.9828674481514879,0.2962962962962963
81,Bed,D00650.obj,8,19,2172,19,0.9913281606572342,0.2962962962962963,0.2962962962962963,0.9828674481514879,0.2962962962962963
82,Bed,D00735.obj,7,20,2171,20,0.9908717480602465,0.25925925925925924,0.25925925925925924,0.981965734896303,0.25925925925925924
83,Bed,D00836.obj,1,26,2165,26,0.9881332724783204,0.037037037037037035,0.037037037037037035,0.9765554553651938,0.037037037037037035
84,Bed,D00839.obj,9,18,2173,18,0.9917845732542219,0.3333333333333333,0.3333333333333333,0.9837691614066727,0.3333333333333333
85,Bed,D00969.obj,3,24,2167,24,0.9890460976722958,0.1111111111111111,0.1111111111111111,0.9783588818755635,0.1111111111111111
86,Bed,D00988.obj,7,20,2171,20,0.9908717480602465,0.25925925925925924,0.25925925925925924,0.981965734896303,0.25925925925925924
87,Bed,m945.obj,4,23,2168,23,0.9895025102692835,0.14814814814814814,0.14814814814814814,0.9792605951307484,0.14814814814814814
88,Bed,m946.obj,7,20,2171,20,0.9908717480602465,0.25925925925925924,0.25925925925925924,0.981965734896303,0.25925925925925924
89,Bed,m947.obj,6,21,2170,21,0.9904153354632588,0.2222222222222222,0.2222222222222222,0.9810640216411182,0.2222222222222222
90,Bed,m948.obj,6,21,2170,21,0.9904153354632588,0.2222222222222222,0.2222222222222222,0.9810640216411182,0.2222222222222222
91,Bed,m949.obj,7,20,2171,20,0.9908717480602465,0.25925925925925924,0.25925925925925924,0.981965734896303,0.25925925925925924
92,Bed,m950.obj,6,21,2170,21,0.9904153354632588,0.2222222222222222,0.2222222222222222,0.9810640216411182,0.2222222222222222
93,Bed,m951.obj,10,17,2174,17,0.9922409858512095,0.37037037037037035,0.37037037037037035,0.9846708746618575,0.37037037037037035
94,Bicycle,D00016.obj,17,9,2183,9,0.9958941605839416,0.6538461538461539,0.6538461538461539,0.9918845807033363,0.6538461538461539
95,Bicycle,D00033.obj,17,9,2183,9,0.9958941605839416,0.6538461538461539,0.6538461538461539,0.9918845807033363,0.6538461538461539
96,Bicycle,D00040.obj,1,25,2167,25,0.988594890510949,0.038461538461538464,0.038461538461538464,0.9774571686203787,0.038461538461538464
97,Bicycle,D00077.obj,6,20,2172,20,0.9908759124087592,0.23076923076923078,0.23076923076923078,0.981965734896303,0.23076923076923078
98,Bicycle,D00078.obj,5,21,2171,21,0.9904197080291971,0.19230769230769232,0.19230769230769232,0.9810640216411182,0.19230769230769232
99,Bicycle,D00462.obj,16,10,2182,10,0.9954379562043796,0.6153846153846154,0.6153846153846154,0.9909828674481514,0.6153846153846154
100,Bicycle,D00514.obj,16,10,2182,10,0.9954379562043796,0.6153846153846154,0.6153846153846154,0.9909828674481514,0.6153846153846154
101,Bicycle,D00536.obj,3,23,2169,23,0.989507299270073,0.11538461538461539,0.11538461538461539,0.9792605951307484,0.11538461538461539
102,Bicycle,D00555.obj,12,14,2178,14,0.9936131386861314,0.46153846153846156,0.46153846153846156,0.9873760144274121,0.46153846153846156
103,Bicycle,D00558.obj,12,14,2178,14,0.9936131386861314,0.46153846153846156,0.46153846153846156,0.9873760144274121,0.46153846153846156
104,Bicycle,D00567.obj,12,14,2178,14,0.9936131386861314,0.46153846153846156,0.46153846153846156,0.9873760144274121,0.46153846153846156
105,Bicycle,D00621.obj,17,9,2183,9,0.9958941605839416,0.6538461538461539,0.6538461538461539,0.9918845807033363,0.6538461538461539
106,Bicycle,D00708.obj,12,14,2178,14,0.9936131386861314,0.46153846153846156,0.46153846153846156,0.9873760144274121,0.46153846153846156
107,Bicycle,D00750.obj,3,23,2169,23,0.989507299270073,0.11538461538461539,0.11538461538461539,0.9792605951307484,0.11538461538461539
108,Bicycle,D00838.obj,12,14,2178,14,0.9936131386861314,0.46153846153846156,0.46153846153846156,0.9873760144274121,0.46153846153846156
109,Bicycle,D00847.obj,7,19,2173,19,0.9913321167883211,0.2692307692307692,0.2692307692307692,0.9828674481514879,0.2692307692307692
110,Bicycle,D00904.obj,13,13,2179,13,0.9940693430656934,0.5,0.5,0.9882777276825969,0.5
111,Bicycle,D00930.obj,2,24,2168,24,0.9890510948905109,0.07692307692307693,0.07692307692307693,0.9783588818755635,0.07692307692307693
112,Bicycle,D00931.obj,8,18,2174,18,0.9917883211678832,0.3076923076923077,0.3076923076923077,0.9837691614066727,0.3076923076923077
113,Bicycle,D00974.obj,8,18,2174,18,0.9917883211678832,0.3076923076923077,0.3076923076923077,0.9837691614066727,0.3076923076923077
114,Bicycle,m1472.obj,10,16,2176,16,0.9927007299270073,0.38461538461538464,0.38461538461538464,0.9855725879170424,0.38461538461538464
115,Bicycle,m1473.obj,16,10,2182,10,0.9954379562043796,0.6153846153846154,0.6153846153846154,0.9909828674481514,0.6153846153846154
116,Bicycle,m1475.obj,8,18,2174,18,0.9917883211678832,0.3076923076923077,0.3076923076923077,0.9837691614066727,0.3076923076923077
117,Bicycle,m1476.obj,13,13,2179,13,0.9940693430656934,0.5,0.5,0.9882777276825969,0.5
118,Bicycle,m1477.obj,7,19,2173,19,0.9913321167883211,0.2692307692307692,0.2692307692307692,0.9828674481514879,0.2692307692307692
119,Bicycle,m1478.obj,17,9,2183,9,0.9958941605839416,0.6538461538461539,0.6538461538461539,0.9918845807033363,0.6538461538461539
120,Biplane,D00069.obj,8,37,2136,37,0.9829728485964105,0.17777777777777778,0.17777777777777778,0.9666366095581606,0.17777777777777778
121,Biplane,D00132.obj,10,35,2138,35,0.9838932351587667,0.2222222222222222,0.2222222222222222,0.9684400360685302,0.2222222222222222
122,Biplane,D00178.obj,10,35,2138,35,0.9838932351587667,0.2222222222222222,0.2222222222222222,0.9684400360685302,0.2222222222222222
123,Biplane,D00199.obj,8,37,2136,37,0.9829728485964105,0.17777777777777778,0.17777777777777778,0.9666366095581606,0.17777777777777778
124,Biplane,D00246.obj,5,40,2133,40,0.9815922687528762,0.1111111111111111,0.1111111111111111,0.9639314697926059,0.1111111111111111
125,Biplane,D00276.obj,2,43,2130,43,0.980211688909342,0.044444444444444446,0.044444444444444446,0.9612263300270514,0.044444444444444446
126,Biplane,D00277.obj,6,39,2134,39,0.9820524620340543,0.13333333333333333,0.13333333333333333,0.9648331830477908,0.13333333333333333
127,Biplane,D00320.obj,5,40,2133,40,0.9815922687528762,0.1111111111111111,0.1111111111111111,0.9639314697926059,0.1111111111111111
